city,month,product,price,share,weight,calories,sugar,protein,distance,diesel
2,17,2,1.23393721323603,0.202277449053443,150,80,0,14,1.69304379210169,3.68155799859494
2,17,3,1.42372837508539,0.101686396810835,150,100,0,15,4.01809175949797,3.68155799859494
2,18,3,1.62915964141839,0.127897316203398,150,100,0,15,3.74068396962938,4.03638087697646
2,18,4,0.930920645393053,0.195156763446429,170,150,11,5,1.63215260969225,4.03638087697646
2,18,5,0.585036621248178,0.21486890778055,113,90,8,4,1.11144002365631,4.03638087697646
2,19,1,1.1437595445333,0.242868617393984,170,150,13,6,1.39777417243204,3.53955580985203
2,19,2,1.17797383300934,0.200663941125399,150,80,0,14,1.7997940041922,3.53955580985203
2,19,3,1.12537373462414,0.142241179951975,150,100,0,15,2.25714055560207,3.53955580985203
2,20,2,1.24370944000043,0.145918753050328,150,80,0,14,2.00304902889234,3.82147520429
2,20,3,1.18575841094119,0.159889122866522,150,100,0,15,1.88635291521744,3.82147520429
2,20,5,0.788226354018126,0.225245007999904,113,90,8,4,1.15281085694971,3.82147520429
2,21,2,1.16519934438963,0.194991964766626,150,80,0,14,1.36863244203294,3.55893142818059
2,21,3,1.07193724383316,0.178159086402805,150,100,0,15,1.43095847703184,3.55893142818059
2,21,5,0.831492601918987,0.242433292952779,113,90,8,4,1.12038460578612,3.55893142818059
2,22,1,0.890371767841534,0.155638274160089,170,150,13,6,3.57759862063871,3.13887610356655
2,22,2,1.14165905816362,0.127302712864893,150,80,0,14,2.13916496933584,3.13887610356655
2,22,3,1.15189305413823,0.168361440873713,150,100,0,15,1.26177593538517,3.13887610356655
2,22,4,0.995038866988721,0.160313388466063,170,150,11,5,3.20561459318559,3.13887610356655
2,22,5,0.537285577549372,0.134199244331256,113,90,8,4,3.33205024097287,3.13887610356655
2,23,1,0.897145508436512,0.242244001468297,170,150,13,6,1.20060405024693,3.31751026123476
2,23,2,1.29928347803685,0.103984009482947,150,80,0,14,3.98976141356675,3.31751026123476
2,23,3,1.18033912838288,0.198641050877486,150,100,0,15,1.31104298153766,3.31751026123476
2,23,4,0.908474313383018,0.165806355531451,170,150,11,5,2.00669367642296,3.31751026123476
2,24,2,1.17357661162056,0.18938667431593,150,80,0,14,1.68802958120511,3.96946174446372
2,24,3,1.21616469557558,0.122869354048526,150,100,0,15,2.49151418154486,3.96946174446372
2,24,4,1.01616250598533,0.157697411920496,170,150,11,5,2.80355080785692,3.96946174446372
2,24,5,0.616124755702864,0.201441664253848,113,90,8,4,1.85607923879986,3.96946174446372
2,25,1,0.875246662510568,0.196647359696809,170,150,13,6,2.85095616348338,2.94527338437403
2,25,2,1.13014441542738,0.178314643321446,150,80,0,14,1.33641743482425,2.94527338437403
2,25,3,1.04038264100492,0.139717465240648,150,100,0,15,1.41748998774132,2.94527338437403
2,25,4,0.912857582934579,0.114875354223315,170,150,11,5,3.14752185337775,2.94527338437403
2,25,5,0.46805546800698,0.125406395300206,113,90,8,4,1.01209261806108,2.94527338437403
2,26,1,0.93422759188341,0.238270856690686,170,150,13,6,1.06768052929711,4.02101697767026
2,26,2,1.50971154123783,0.200660809675479,150,80,0,14,1.39632691359269,4.02101697767026
2,26,4,1.01235097829066,0.141188941776899,170,150,11,5,2.18183033833027,4.02101697767026
2,27,1,0.813836099687052,0.197880237785944,170,150,13,6,1.99806624177485,2.95358763687109
2,27,4,0.928153897173228,0.134803811175186,170,150,11,5,2.14445758045785,2.95358763687109
2,27,5,0.478763162106049,0.160832692666726,113,90,8,4,1.07472896526452,2.95358763687109
2,28,1,0.799409944530431,0.202190161452483,170,150,13,6,1.0209054702823,3.72984065389718
2,28,3,1.52282054051622,0.207583908122537,150,100,0,15,1.67977555130921,3.72984065389718
2,28,4,0.832756258852822,0.149006632136011,170,150,11,5,1.46295919695914,3.72984065389718
2,28,5,0.495414929920998,0.1594297454692,113,90,8,4,1.85992112735761,3.72984065389718
2,29,1,0.847357693640641,0.197571043760144,170,150,13,6,1.22708166627474,2.91141873898809
2,29,2,1.27442892263903,0.10634478879419,150,80,0,14,3.6506252872495,2.91141873898809
2,29,3,1.15308931383239,0.215988140476288,150,100,0,15,1.6236356806168,2.91141873898809
2,29,4,0.875121131417873,0.208227199958893,170,150,11,5,1.43355725213415,2.91141873898809
2,30,1,0.874814892893099,0.157080437401671,170,150,13,6,2.11597740746424,4.25582253702668
2,30,2,1.58711503721688,0.0817365134896023,150,80,0,14,4.47382980817654,4.25582253702668
2,30,3,1.31065489002123,0.169062985418931,150,100,0,15,2.05344265825071,4.25582253702668
2,30,4,0.859736977588989,0.145842656697623,170,150,11,5,1.42893156707178,4.25582253702668
2,30,5,0.51727346113443,0.173063185957041,113,90,8,4,1.42128576635237,4.25582253702668
2,31,1,0.960925796392943,0.21533847502249,170,150,13,6,2.04214717537178,3.77902240706027
2,31,2,1.18672742959584,0.187082500523763,150,80,0,14,2.01741470507992,3.77902240706027
2,31,3,1.12436480713704,0.146262581640615,150,100,0,15,1.99308228040398,3.77902240706027
2,31,4,0.987567274535995,0.176234781415812,170,150,11,5,2.47377241339392,3.77902240706027
2,32,2,1.0432048186678,0.20627084040582,150,80,0,14,1.23212217247471,4.22924441958644
2,32,3,1.1139476836331,0.152043252420752,150,100,0,15,1.58347784160972,4.22924441958644
2,32,5,0.769407778354311,0.20463642377601,113,90,8,4,1.7105725548686,4.22924441958644
2,33,1,0.804581629896259,0.191512397035071,170,150,13,6,1.06466796610018,3.85837020748464
2,33,2,1.16196928170335,0.186725511985947,150,80,0,14,1.35866484428109,3.85837020748464
2,33,3,1.03092279738177,0.148772723261639,150,100,0,15,1.3871318046337,3.85837020748464
2,33,4,0.925470993996105,0.113009871786102,170,150,11,5,2.09922268080275,3.85837020748464
2,33,5,0.510577956732292,0.17978537678278,113,90,8,4,1.3095978303117,3.85837020748464
2,34,2,1.5170249437125,0.20109447324818,150,80,0,14,1.42554559036765,2.95791796898421
2,34,4,0.900425018684459,0.234040747993071,170,150,11,5,1.85354844549873,2.95791796898421
2,34,5,0.571736785309412,0.216570479308573,113,90,8,4,2.08618922693363,2.95791796898421
2,35,1,0.850485457392282,0.239636226739029,170,150,13,6,1.31388981622204,3.38873497342743
2,35,2,1.50133951217903,0.189821767398705,150,80,0,14,1.4346846720357,3.38873497342743
2,35,5,0.591947255087556,0.186507944509591,113,90,8,4,4.05486534849378,3.38873497342743
2,36,1,0.887412056405766,0.182194562161165,170,150,13,6,1.90835486935648,3.95470859938427
2,36,2,1.55415208095513,0.185290373726611,150,80,0,14,2.35516407434366,3.95470859938427
2,36,4,0.957954989996693,0.100482546386346,170,150,11,5,1.93671657335024,3.95470859938427
2,36,5,0.485528751450078,0.18227705944773,113,90,8,4,1.00102670901889,3.95470859938427
3,1,1,0.833421587037347,0.2106315769051,170,150,13,6,1.1812655021467,3.12816446861881
3,1,2,1.09440755987598,0.196962500275146,150,80,0,14,1.45373846252696,3.12816446861881
3,1,3,1.06382308800564,0.154584264158886,150,100,0,15,1.51961348838514,3.12816446861881
3,1,5,0.562519312177979,0.179975288228286,113,90,8,4,2.57715152518261,3.12816446861881
3,2,3,1.40257883282749,0.184290741712884,150,100,0,15,1.18457894817781,3.82845300483293
3,2,5,0.763787437688111,0.186492770831044,113,90,8,4,2.4145757436974,3.82845300483293
3,3,1,0.845989176608994,0.139946788179855,170,150,13,6,1.62329994126835,4.24586833220663
3,3,2,1.12805570882856,0.136848459147176,150,80,0,14,1.40237429296925,4.24586833220663
3,3,3,1.13660250115041,0.176738481093611,150,100,0,15,1.35263787078769,4.24586833220663
3,3,4,0.86280635780752,0.116574192561843,170,150,11,5,1.39150334889589,4.24586833220663
3,3,5,0.519374491521507,0.133432573313841,113,90,8,4,1.32398263669451,4.24586833220663
3,4,1,0.819380735031818,0.157964135652124,170,150,13,6,1.23947390697165,3.66398780731213
3,4,2,1.20039878571378,0.152843826412029,150,80,0,14,2.19327508403233,3.66398780731213
3,4,3,1.19137190301516,0.129789088364475,150,100,0,15,2.80903252289765,3.66398780731213
3,4,4,0.920527627670947,0.116315280474336,170,150,11,5,2.1230639165193,3.66398780731213
3,4,5,0.514826303503536,0.137845128509834,113,90,8,4,2.06978925974491,3.66398780731213
3,5,1,0.868642211813081,0.178989326333594,170,150,13,6,2.18685942389449,3.15644097404439
3,5,2,1.04226543381903,0.171948919697424,150,80,0,14,1.16056190334888,3.15644097404439
3,5,3,1.06792953856957,0.161981425908319,150,100,0,15,1.15429412184615,3.15644097404439
3,5,4,0.857103790831921,0.0902566029156402,170,150,11,5,1.50427253272666,3.15644097404439
3,5,5,0.494263445010481,0.150019353842922,113,90,8,4,1.43078960945262,3.15644097404439
3,6,2,1.46930165271673,0.175831694318832,150,80,0,14,1.70974190496412,3.31117028625103
3,6,4,0.944053441078008,0.171006546047936,170,150,11,5,1.55183662592421,3.31117028625103
3,6,5,0.559035389812285,0.174523981186216,113,90,8,4,1.10962582798585,3.31117028625103
3,7,1,0.914570919473693,0.144262657654515,170,150,13,6,2.94758331890136,3.74645459415223
3,7,2,1.31359926884526,0.125137584114091,150,80,0,14,3.38108552114823,3.74645459415223
3,7,3,1.12580693553732,0.153753021119337,150,100,0,15,1.82097465554104,3.74645459415223
3,7,4,0.906982773779754,0.121633273727467,170,150,11,5,1.65161398498915,3.74645459415223
3,7,5,0.496645607340186,0.164286477530386,113,90,8,4,1.08148598672469,3.74645459415223
3,8,1,0.820628520056607,0.195597668189495,170,150,13,6,1.1284248013024,3.81495688537522
3,8,2,1.21097772372413,0.186650776467363,150,80,0,14,1.2279452668697,3.81495688537522
3,8,3,1.14565135940333,0.117235851816565,150,100,0,15,1.16395151136767,3.81495688537522
3,8,4,0.937109817405391,0.0810929390551032,170,150,11,5,2.26684446291211,3.81495688537522
3,8,5,0.499468128545222,0.139407311998893,113,90,8,4,1.01867226023765,3.81495688537522
3,9,1,0.812031342053656,0.161866856861623,170,150,13,6,0.964362165918585,3.7666611390036
3,9,2,1.16767337972152,0.151374449969678,150,80,0,14,1.35340103619147,3.7666611390036
3,9,3,1.10940213211034,0.149917343515917,150,100,0,15,1.06614560607988,3.7666611390036
3,9,4,0.882861110630251,0.154622328842469,170,150,11,5,1.63745041111569,3.7666611390036
3,9,5,0.472664379156315,0.103957251642047,113,90,8,4,1.13641913746291,3.7666611390036
3,10,1,0.980553899509377,0.0907340257822679,170,150,13,6,3.51659435949114,3.80482620434458
3,10,2,1.17544611857371,0.145961993977997,150,80,0,14,1.84208224175665,3.80482620434458
3,10,3,1.15408794007908,0.135622648991536,150,100,0,15,1.58343340747442,3.80482620434458
3,10,4,0.913630529669946,0.126364297716169,170,150,11,5,1.66251521350122,3.80482620434458
